,1,2,3,4,5,6,7,8,9
984,9:30p,Cleveland Cavaliers,80,Los Angeles Clippers,102,Box Score,,"19,274",
985,3:30p,Houston Rockets,104,Miami Heat,113,Box Score,,"19,666",
986,1:00p,Charlotte Bobcats,101,Milwaukee Bucks,92,Box Score,,"14,536",
987,7:00p,Sacramento Kings,102,Minnesota Timberwolves,104,Box Score,,"13,171",
988,6:00p,Boston Celtics,120,New Orleans Pelicans,121,Box Score,OT,"17,050",
989,7:00p,Dallas Mavericks,109,Oklahoma City Thunder,86,Box Score,,"18,203",
990,9:00p,Golden State Warriors,113,Portland Trail Blazers,112,Box Score,,"20,063",
991,7:00p,Utah Jazz,104,San Antonio Spurs,122,Box Score,,"18,242",
992,1:00p,Phoenix Suns,121,Toronto Raptors,113,Box Score,,"18,717",
993,7:30p,Phoenix Suns,95,Brooklyn Nets,108,Box Score,,"17,401",
994,7:00p,Atlanta Hawks,97,Charlotte Bobcats,83,Box Score,,"14,419",
995,8:00p,Oklahoma City Thunder,97,Chicago Bulls,85,Box Score,,"22,261",
996,8:30p,Boston Celtics,89,Dallas Mavericks,94,Box Score,,"20,132",
997,10:30p,Los Angeles Clippers,100,Denver Nuggets,110,Box Score,,"16,553",
998,8:00p,Utah Jazz,86,Houston Rockets,124,Box Score,,"18,156",
999,7:00p,Philadelphia 76ers,90,Indiana Pacers,99,Box Score,,"18,165",
1000,7:30p,Toronto Raptors,113,Atlanta Hawks,118,Box Score,OT,"11,759",
1001,7:00p,Miami Heat,100,Cleveland Cavaliers,96,Box Score,,"20,562",
1002,10:30p,Orlando Magic,89,Golden State Warriors,103,Box Score,,"19,596",
1003,10:00p,Milwaukee Bucks,115,Portland Trail Blazers,120,Box Score,OT,"19,572",
1004,10:00p,Washington Wizards,111,Sacramento Kings,117,Box Score,OT,"16,084",
1005,7:30p,Miami Heat,96,Boston Celtics,101,Box Score,,"18,624",
1006,7:30p,Charlotte Bobcats,99,Brooklyn Nets,104,Box Score,,"17,222",
1007,8:30p,Minnesota Timberwolves,123,Dallas Mavericks,122,Box Score,OT,"20,100",
1008,9:00p,Detroit Pistons,109,Denver Nuggets,118,Box Score,,"16,671",
1009,10:30p,San Antonio Spurs,125,Los Angeles Lakers,109,Box Score,,"18,997",
1010,8:00p,Utah Jazz,86,Memphis Grizzlies,96,Box Score,,"17,011",
1011,8:00p,Toronto Raptors,107,New Orleans Pelicans,100,Box Score,,"15,282",
1012,8:00p,Indiana Pacers,86,New York Knicks,92,Box Score,,"19,812",
1013,7:00p,Chicago Bulls,102,Philadelphia 76ers,94,Box Score,,"13,222",
1014,10:00p,Orlando Magic,93,Phoenix Suns,109,Box Score,,"17,508",
1015,7:00p,Oklahoma City Thunder,102,Cleveland Cavaliers,95,Box Score,,"18,246",
1016,10:30p,Milwaukee Bucks,110,Golden State Warriors,115,Box Score,,"19,596",
1017,8:00p,Minnesota Timberwolves,106,Houston Rockets,129,Box Score,,"18,315",
1018,10:00p,Washington Wizards,103,Portland Trail Blazers,116,Box Score,,"19,571",
1019,7:30p,New Orleans Pelicans,111,Atlanta Hawks,105,Box Score,,"15,476",
1020,7:30p,Boston Celtics,98,Brooklyn Nets,114,Box Score,,"17,732",
1021,8:30p,Denver Nuggets,106,Dallas Mavericks,122,Box Score,,"20,188",
1022,7:00p,Chicago Bulls,79,Indiana Pacers,91,Box Score,,"18,165",
1023,10:30p,Washington Wizards,117,Los Angeles Lakers,107,Box Score,,"18,112",
1024,7:30p,Memphis Grizzlies,86,Miami Heat,91,Box Score,,"20,007",
1025,7:00p,New York Knicks,93,Philadelphia 76ers,92,Box Score,,"12,745",
1026,10:00p,Detroit Pistons,92,Phoenix Suns,98,Box Score,,"18,422",
1027,10:00p,San Antonio Spurs,99,Sacramento Kings,79,Box Score,,"17,317",
1028,7:00p,Oklahoma City Thunder,119,Toronto Raptors,118,Box Score,2OT,"19,800",
1029,7:00p,Portland Trail Blazers,94,Charlotte Bobcats,124,Box Score,,"18,706",
1030,8:00p,Philadelphia 76ers,81,Chicago Bulls,91,Box Score,,"21,799",
1031,7:30p,Houston Rockets,118,Cleveland Cavaliers,111,Box Score,,"19,058",
1032,10:30p,San Antonio Spurs,99,Golden State Warriors,90,Box Score,,"19,596",
1033,10:30p,Detroit Pistons,103,Los Angeles Clippers,112,Box Score,,"19,214",
1034,8:00p,Indiana Pacers,71,Memphis Grizzlies,82,Box Score,,"18,119",
1035,8:00p,Miami Heat,95,New Orleans Pelicans,105,Box Score,,"18,185",
1036,9:00p,Orlando Magic,88,Utah Jazz,89,Box Score,,"19,228",
1037,7:30p,Brooklyn Nets,107,Dallas Mavericks,104,Box Score,OT,"19,603",
1038,5:00p,Washington Wizards,102,Denver Nuggets,105,Box Score,,"18,324",
1039,9:30p,Orlando Magic,94,Los Angeles Lakers,103,Box Score,,"17,803",
1040,3:30p,Phoenix Suns,127,Minnesota Timberwolves,120,Box Score,,"17,866",
1041,7:30p,Cleveland Cavaliers,106,New York Knicks,100,Box Score,,"19,812",
1042,6:00p,Milwaukee Bucks,107,Sacramento Kings,124,Box Score,,"16,341",
1043,1:00p,Atlanta Hawks,86,Toronto Raptors,96,Box Score,,"18,140",
1044,7:30p,Phoenix Suns,102,Atlanta Hawks,95,Box Score,,"12,240",
1045,7:00p,Houston Rockets,100,Charlotte Bobcats,89,Box Score,,"15,511",
1046,8:00p,Indiana Pacers,77,Chicago Bulls,89,Box Score,,"21,803",
1047,10:30p,Milwaukee Bucks,98,Los Angeles Clippers,106,Box Score,,"19,060",
1048,8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,109,Box Score,,"17,784",
1049,7:30p,Portland Trail Blazers,91,Miami Heat,93,Box Score,,"20,030",
1050,8:00p,Brooklyn Nets,104,New Orleans Pelicans,109,Box Score,OT,"14,599",
1051,8:00p,Denver Nuggets,96,Oklahoma City Thunder,117,Box Score,,"18,203",
1052,8:30p,Philadelphia 76ers,91,San Antonio Spurs,113,Box Score,,"17,798",
1053,9:00p,Detroit Pistons,114,Utah Jazz,94,Box Score,,"17,595",
1054,7:00p,Toronto Raptors,100,Cleveland Cavaliers,102,Box Score,,"15,497",
1055,8:00p,Oklahoma City Thunder,119,Dallas Mavericks,128,Box Score,OT,"19,607",
1056,10:30p,New York Knicks,96,Los Angeles Lakers,127,Box Score,,"18,997",
1057,7:00p,Portland Trail Blazers,85,Orlando Magic,95,Box Score,,"17,896",
1058,7:30p,Toronto Raptors,99,Boston Celtics,90,Box Score,,"18,341",
1059,7:00p,Brooklyn Nets,111,Charlotte Bobcats,116,Box Score,OT,"15,943",
1060,7:30p,Cleveland Cavaliers,97,Detroit Pistons,96,Box Score,,"15,979",
1061,8:00p,Miami Heat,83,Indiana Pacers,84,Box Score,,"18,165",
1062,8:00p,Atlanta Hawks,83,Minnesota Timberwolves,107,Box Score,,"11,632",
1063,8:00p,Los Angeles Clippers,96,New Orleans Pelicans,98,Box Score,,"16,363",
1064,10:00p,New York Knicks,107,Sacramento Kings,99,Box Score,,"15,594",
1065,8:30p,Denver Nuggets,103,San Antonio Spurs,108,Box Score,,"17,949",
1066,10:30p,Memphis Grizzlies,91,Utah Jazz,87,Box Score,,"19,081",
1067,7:00p,Phoenix Suns,99,Washington Wizards,93,Box Score,,"18,805",
1068,7:30p,Portland Trail Blazers,100,Atlanta Hawks,85,Box Score,,"13,228",
1069,8:30p,Los Angeles Clippers,109,Dallas Mavericks,103,Box Score,,"19,912",
1070,8:00p,Philadelphia 76ers,98,Houston Rockets,120,Box Score,,"18,334",
1071,8:00p,Los Angeles Lakers,105,Milwaukee Bucks,108,Box Score,,"15,439",
1072,7:30p,Cleveland Cavaliers,97,Brooklyn Nets,108,Box Score,,"17,732",
1073,8:00p,Portland Trail Blazers,91,Chicago Bulls,74,Box Score,,"22,055",
1074,9:00p,San Antonio Spurs,133,Denver Nuggets,102,Box Score,,"19,155",
1075,7:30p,Miami Heat,110,Detroit Pistons,78,Box Score,,"21,231",
1076,10:30p,Memphis Grizzlies,93,Golden State Warriors,100,Box Score,,"19,596",
1077,8:00p,Los Angeles Lakers,107,Minnesota Timberwolves,143,Box Score,,"16,442",
1078,8:00p,Utah Jazz,95,New Orleans Pelicans,102,Box Score,,"17,699",
1079,8:00p,Sacramento Kings,81,Oklahoma City Thunder,94,Box Score,,"18,203",
1080,7:00p,Charlotte Bobcats,105,Orlando Magic,110,Box Score,OT,"16,003",
1081,10:00p,New York Knicks,88,Phoenix Suns,112,Box Score,,"17,106",
1082,7:00p,Boston Celtics,103,Toronto Raptors,105,Box Score,,"19,800",
1083,7:00p,Indiana Pacers,78,Washington Wizards,91,Box Score,,"19,708",
1084,8:30p,Sacramento Kings,100,Dallas Mavericks,103,Box Score,,"20,210",
1085,8:00p,Los Angeles Clippers,118,Houston Rockets,107,Box Score,,"18,337",
1086,8:30p,Miami Heat,88,Milwaukee Bucks,67,Box Score,,"17,986",
1087,7:30p,Detroit Pistons,98,Philadelphia 76ers,123,Box Score,,"17,438",
1088,8:30p,New Orleans Pelicans,80,San Antonio Spurs,96,Box Score,,"18,581",
1089,8:00p,Atlanta Hawks,97,Washington Wizards,101,Box Score,,"17,996",
1090,7:00p,Chicago Bulls,107,Boston Celtics,102,Box Score,,"18,624",
1091,6:00p,Minnesota Timberwolves,99,Brooklyn Nets,114,Box Score,,"17,732",
1092,3:00p,Indiana Pacers,76,Cleveland Cavaliers,90,Box Score,,"17,147",
1093,9:00p,New York Knicks,89,Golden State Warriors,84,Box Score,,"19,596",
1094,9:30p,Phoenix Suns,99,Los Angeles Lakers,115,Box Score,,"18,355",
1095,3:00p,Utah Jazz,96,Oklahoma City Thunder,116,Box Score,,"18,203",
1096,6:00p,Toronto Raptors,98,Orlando Magic,93,Box Score,,"16,018",
1097,9:00p,Memphis Grizzlies,98,Portland Trail Blazers,105,Box Score,,"19,994",
1098,7:30p,Philadelphia 76ers,95,Atlanta Hawks,103,Box Score,,"11,096",
1099,7:00p,Washington Wizards,94,Charlotte Bobcats,100,Box Score,,"14,894",
1100,8:00p,Boston Celtics,80,Chicago Bulls,94,Box Score,,"21,494",
1101,9:00p,Memphis Grizzlies,94,Denver Nuggets,92,Box Score,,"14,570",
1102,7:30p,Milwaukee Bucks,111,Detroit Pistons,116,Box Score,,"13,062",
1103,7:00p,San Antonio Spurs,103,Indiana Pacers,77,Box Score,,"18,165",
1104,7:30p,Toronto Raptors,83,Miami Heat,93,Box Score,,"19,831",
1105,8:00p,Los Angeles Clippers,114,Minnesota Timberwolves,104,Box Score,,"12,172",
1106,8:00p,Sacramento Kings,102,New Orleans Pelicans,97,Box Score,,"15,548",
1107,9:00p,New York Knicks,92,Utah Jazz,83,Box Score,,"18,653",
1108,8:00p,Houston Rockets,96,Brooklyn Nets,105,Box Score,,"17,732",
1109,8:30p,Golden State Warriors,122,Dallas Mavericks,120,Box Score,OT,"20,423",
1110,10:30p,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,,"18,110",
1111,7:30p,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,"17,029",
1112,9:00p,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,,"14,783",
1113,7:00p,Detroit Pistons,94,Indiana Pacers,101,Box Score,,"18,165",
1114,7:30p,Milwaukee Bucks,77,Miami Heat,96,Box Score,,"19,609",
1115,8:00p,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,,"12,009",
1116,7:00p,Brooklyn Nets,81,New York Knicks,110,Box Score,,"19,812",
1117,7:00p,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,,"16,092",
1118,7:00p,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,,"12,136",
1119,10:00p,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,,"16,091",
1120,10:00p,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,"17,317",
1121,8:30p,Golden State Warriors,90,San Antonio Spurs,111,Box Score,,"18,581",
1122,7:00p,Houston Rockets,103,Toronto Raptors,107,Box Score,,"18,294",
1123,7:00p,Boston Celtics,92,Washington Wizards,118,Box Score,,"17,770",
1124,10:30p,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,,"19,222",
1125,8:00p,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,,"18,203",
1126,7:30p,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,"16,210",
1127,7:30p,Philadelphia 76ers,111,Boston Celtics,102,Box Score,,"18,624",
1128,7:30p,Detroit Pistons,104,Brooklyn Nets,116,Box Score,,"16,754",
1129,7:00p,Orlando Magic,80,Charlotte Bobcats,91,Box Score,,"17,708",
1130,8:00p,Milwaukee Bucks,90,Chicago Bulls,102,Box Score,,"21,996",
1131,10:30p,Sacramento Kings,69,Golden State Warriors,102,Box Score,,"19,596",
1132,9:30p,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,,"18,407",
1133,10:30p,Dallas Mavericks,107,Los Angeles Lakers,95,Box Score,,"18,997",
1134,7:00p,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,,"17,011",
1135,7:30p,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2OT,"19,661",
1136,7:30p,Washington Wizards,90,New York Knicks,89,Box Score,,"19,812",
1137,10:00p,Phoenix Suns,109,Portland Trail Blazers,93,Box Score,,"20,089",
1138,7:00p,Indiana Pacers,94,Toronto Raptors,102,Box Score,,"19,800",
1139,9:00p,New Orleans Pelicans,96,Utah Jazz,100,Box Score,,"19,681",
1140,7:30p,Charlotte Bobcats,96,Cleveland Cavaliers,94,Box Score,OT,"18,179",
1141,7:30p,Boston Celtics,111,Detroit Pistons,115,Box Score,,"19,558",
1142,8:30p,Toronto Raptors,102,Milwaukee Bucks,98,Box Score,,"16,310",
1143,7:00p,Minnesota Timberwolves,92,Orlando Magic,100,Box Score,,"16,992",
1144,7:30p,Brooklyn Nets,105,Philadelphia 76ers,101,Box Score,,"16,133",
1145,7:00p,Chicago Bulls,96,Washington Wizards,78,Box Score,,"19,661",
1146,9:00p,Utah Jazz,102,Golden State Warriors,130,Box Score,,"19,596",
1147,7:00p,Denver Nuggets,125,Houston Rockets,130,Box Score,OT,"18,325",
1148,6:00p,Atlanta Hawks,107,Indiana Pacers,88,Box Score,,"18,165",
1149,3:30p,Los Angeles Lakers,97,Los Angeles Clippers,120,Box Score,,"19,239",
1150,1:00p,New York Knicks,91,Miami Heat,102,Box Score,,"19,647",
1151,9:00p,Oklahoma City Thunder,115,Phoenix Suns,122,Box Score,,"18,422",
1152,9:00p,New Orleans Pelicans,94,Portland Trail Blazers,100,Box Score,,"20,036",
1153,6:00p,Dallas Mavericks,93,Sacramento Kings,91,Box Score,,"17,023",
1154,7:00p,Memphis Grizzlies,92,San Antonio Spurs,112,Box Score,,"18,581",
1155,7:30p,Detroit Pistons,102,Atlanta Hawks,95,Box Score,,"10,587",
1156,10:30p,Houston Rockets,145,Los Angeles Lakers,130,Box Score,,"18,131",
1157,8:00p,Brooklyn Nets,88,Miami Heat,87,Box Score,,"19,600",
1158,8:00p,San Antonio Spurs,91,Minnesota Timberwolves,110,Box Score,,"10,117",
1159,10:00p,Oklahoma City Thunder,107,Sacramento Kings,92,Box Score,,"16,696",
1160,9:00p,Dallas Mavericks,95,Utah Jazz,83,Box Score,,"18,102",
1161,7:30p,Boston Celtics,97,Atlanta Hawks,105,Box Score,,"13,868",
1162,7:00p,Detroit Pistons,100,Cleveland Cavaliers,122,Box Score,,"15,979",
1163,9:00p,Houston Rockets,116,Denver Nuggets,123,Box Score,,"15,322",
1164,10:30p,Oklahoma City Thunder,107,Los Angeles Clippers,101,Box Score,,"19,459",
1165,8:00p,Miami Heat,102,Memphis Grizzlies,107,Box Score,,"18,119",
1166,8:00p,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,,"13,139",
1167,8:00p,Chicago Bulls,102,Minnesota Timberwolves,87,Box Score,,"13,447",
1168,8:00p,Phoenix Suns,94,New Orleans Pelicans,88,Box Score,,"16,256",
1169,7:00p,Brooklyn Nets,111,Orlando Magic,115,Box Score,,"16,085",
1170,10:00p,Sacramento Kings,99,Portland Trail Blazers,100,Box Score,,"20,002",
1171,7:00p,Philadelphia 76ers,114,Toronto Raptors,125,Box Score,,"18,789",
1172,7:00p,Charlotte Bobcats,94,Washington Wizards,88,Box Score,OT,"17,784",
1173,8:00p,San Antonio Spurs,109,Dallas Mavericks,100,Box Score,,"20,324",
1174,10:30p,Denver Nuggets,100,Golden State Warriors,99,Box Score,,"19,596",
1175,7:30p,Charlotte Bobcats,103,Boston Celtics,106,Box Score,,"18,624",
1176,7:30p,Atlanta Hawks,93,Brooklyn Nets,88,Box Score,,"17,732",
1177,8:00p,Detroit Pistons,98,Chicago Bulls,106,Box Score,,"22,219",
1178,10:30p,Golden State Warriors,112,Los Angeles Lakers,95,Box Score,,"18,997",
1179,8:00p,Philadelphia 76ers,95,Memphis Grizzlies,117,Box Score,,"17,456",
1180,7:30p,Indiana Pacers,86,Miami Heat,98,Box Score,,"20,300",
1181,8:30p,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,"13,126",
1182,8:00p,Houston Rockets,110,Minnesota Timberwolves,112,Box Score,,"16,689",
1183,8:00p,New Orleans Pelicans,94,Oklahoma City Thunder,116,Box Score,,"18,203",
1184,7:00p,Washington Wizards,96,Orlando Magic,86,Box Score,,"17,009",
1185,8:30p,Phoenix Suns,104,San Antonio Spurs,112,Box Score,,"18,581",
1186,7:00p,New York Knicks,108,Toronto Raptors,100,Box Score,,"19,800",
1187,9:00p,Portland Trail Blazers,111,Utah Jazz,99,Box Score,,"19,248",
1188,7:30p,Miami Heat,85,Atlanta Hawks,98,Box Score,,"19,287",
1189,7:00p,Philadelphia 76ers,105,Charlotte Bobcats,111,Box Score,,"17,140",
1190,7:30p,Boston Celtics,111,Cleveland Cavaliers,99,Box Score,,"18,456",
1191,8:30p,Phoenix Suns,98,Dallas Mavericks,101,Box Score,,"20,413",
1192,9:00p,Utah Jazz,94,Denver Nuggets,101,Box Score,,"18,832",
1193,8:00p,New Orleans Pelicans,104,Houston Rockets,111,Box Score,,"18,372",
1194,3:30p,Sacramento Kings,101,Los Angeles Clippers,117,Box Score,,"19,060",
1195,7:00p,Milwaukee Bucks,91,Washington Wizards,104,Box Score,,"17,278",
1196,6:00p,Orlando Magic,88,Brooklyn Nets,97,Box Score,,"17,732",
1197,3:30p,Toronto Raptors,116,Detroit Pistons,107,Box Score,,"16,944",
1198,1:00p,Oklahoma City Thunder,97,Indiana Pacers,102,Box Score,,"18,165",
1199,9:30p,Memphis Grizzlies,102,Los Angeles Lakers,90,Box Score,,"18,997",
1200,7:30p,Chicago Bulls,89,New York Knicks,100,Box Score,,"19,812",
1201,9:00p,Golden State Warriors,117,Portland Trail Blazers,119,Box Score,OT,"19,995",
1202,9:00p,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,"16,965",
1203,7:30p,Charlotte Bobcats,95,Atlanta Hawks,93,Box Score,,"11,918",
1204,8:00p,Orlando Magic,95,Chicago Bulls,108,Box Score,,"22,087",
1205,10:30p,Minnesota Timberwolves,120,Golden State Warriors,130,Box Score,,"19,596",
1206,8:00p,San Antonio Spurs,98,Houston Rockets,104,Box Score,,"18,406",
1207,8:00p,Oklahoma City Thunder,89,New Orleans Pelicans,101,Box Score,,"17,024",
1208,7:00p,Boston Celtics,108,Philadelphia 76ers,113,Box Score,,"17,822",
1209,10:00p,Memphis Grizzlies,97,Phoenix Suns,91,Box Score,,"18,422",
1210,7:00p,Milwaukee Bucks,100,Toronto Raptors,110,Box Score,,"18,821",
1211,9:00p,Los Angeles Lakers,119,Utah Jazz,104,Box Score,,"19,911",
1212,7:00p,Miami Heat,93,Washington Wizards,114,Box Score,,"20,356",
1213,8:00p,New York Knicks,109,Brooklyn Nets,98,Box Score,,"17,732",
1214,10:30p,Denver Nuggets,105,Los Angeles Clippers,117,Box Score,,"19,330",
1215,8:00p,Washington Wizards,118,Boston Celtics,102,Box Score,,"18,624",
1216,7:00p,Chicago Bulls,86,Charlotte Bobcats,91,Box Score,OT,"17,627",
1217,8:00p,Brooklyn Nets,85,Cleveland Cavaliers,114,Box Score,,"19,842",
1218,10:30p,Golden State Warriors,116,Denver Nuggets,112,Box Score,,"17,232",
1219,8:00p,Dallas Mavericks,105,Memphis Grizzlies,106,Box Score,OT,"17,323",
1220,8:00p,Philadelphia 76ers,100,Miami Heat,87,Box Score,,"20,350",
1221,8:00p,Atlanta Hawks,111,Milwaukee Bucks,103,Box Score,,"13,111",
1222,8:00p,Utah Jazz,136,Minnesota Timberwolves,130,Box Score,2OT,"14,155",
1223,8:00p,Houston Rockets,100,New Orleans Pelicans,105,Box Score,,"17,421",
1224,8:00p,Toronto Raptors,92,New York Knicks,95,Box Score,,"19,812",
1225,8:00p,Detroit Pistons,111,Oklahoma City Thunder,112,Box Score,,"18,203",
1226,7:00p,Indiana Pacers,101,Orlando Magic,86,Box Score,,"18,846",
1227,10:30p,Los Angeles Clippers,104,Portland Trail Blazers,110,Box Score,,"20,021",
1228,10:30p,Phoenix Suns,104,Sacramento Kings,99,Box Score,,"17,317",
1229,8:00p,Los Angeles Lakers,113,San Antonio Spurs,100,Box Score,,"18,581",
1230,,,,,,,,,
1231,7:00p,Atlanta Hawks,101,Indiana Pacers,93,Box Score,,"18,165",
1232,3:30p,Golden State Warriors,109,Los Angeles Clippers,105,Box Score,,"19,339",
1233,9:43p,Memphis Grizzlies,86,Oklahoma City Thunder,100,Box Score,,"18,203",
1234,12:30a,Brooklyn Nets,94,Toronto Raptors,87,Box Score,,"19,800",
1235,7:00p,Washington Wizards,102,Chicago Bulls,93,Box Score,,"21,694",
1236,9:30p,Portland Trail Blazers,122,Houston Rockets,120,Box Score,OT,"18,240",
1237,3:30p,Charlotte Bobcats,88,Miami Heat,99,Box Score,,"19,640",
1238,1:00p,Dallas Mavericks,85,San Antonio Spurs,90,Box Score,,"18,581",
1239,10:30p,Golden State Warriors,98,Los Angeles Clippers,138,Box Score,,"19,570",
1240,8:00p,Memphis Grizzlies,111,Oklahoma City Thunder,105,Box Score,OT,"18,203",
1241,9:30p,Washington Wizards,101,Chicago Bulls,99,Box Score,OT,"21,663",
1242,7:00p,Atlanta Hawks,85,Indiana Pacers,101,Box Score,,"18,165",
1243,7:30p,Brooklyn Nets,95,Toronto Raptors,100,Box Score,,"20,382",
1244,9:30p,Portland Trail Blazers,112,Houston Rockets,105,Box Score,,"18,331",
1245,7:00p,Charlotte Bobcats,97,Miami Heat,101,Box Score,,"19,603",
1246,8:00p,Dallas Mavericks,113,San Antonio Spurs,92,Box Score,,"18,581",
1247,7:00p,Indiana Pacers,85,Atlanta Hawks,98,Box Score,,"18,124",
1248,10:30p,Los Angeles Clippers,98,Golden State Warriors,96,Box Score,,"19,596",
1249,8:00p,Oklahoma City Thunder,95,Memphis Grizzlies,98,Box Score,OT,"18,119",
1250,7:00p,Toronto Raptors,98,Brooklyn Nets,102,Box Score,,"17,732",
1251,10:30p,Houston Rockets,121,Portland Trail Blazers,116,Box Score,OT,"20,302",
1252,8:00p,Chicago Bulls,100,Washington Wizards,97,Box Score,,"20,356",
1253,2:00p,Indiana Pacers,91,Atlanta Hawks,88,Box Score,,"19,043",
1254,7:00p,Miami Heat,98,Charlotte Bobcats,85,Box Score,,"19,633",
1255,4:30p,San Antonio Spurs,108,Dallas Mavericks,109,Box Score,,"20,636",
1256,9:30p,Oklahoma City Thunder,92,Memphis Grizzlies,89,Box Score,OT,"18,119",
1257,7:00p,Toronto Raptors,87,Brooklyn Nets,79,Box Score,,"17,732",
1258,3:30p,Los Angeles Clippers,97,Golden State Warriors,118,Box Score,,"19,596",
1259,9:30p,Houston Rockets,120,Portland Trail Blazers,123,Box Score,OT,"20,246",
1260,1:00p,Chicago Bulls,89,Washington Wizards,98,Box Score,,"20,356",
1261,7:00p,Miami Heat,109,Charlotte Bobcats,98,Box Score,,"19,092",
1262,9:30p,San Antonio Spurs,93,Dallas Mavericks,89,Box Score,,"20,796",
1263,8:00p,Atlanta Hawks,107,Indiana Pacers,97,Box Score,,"18,165",
1264,8:00p,Washington Wizards,75,Chicago Bulls,69,Box Score,,"21,752",
1265,10:30p,Golden State Warriors,103,Los Angeles Clippers,113,Box Score,,"19,657",
1266,9:00p,Memphis Grizzlies,100,Oklahoma City Thunder,99,Box Score,OT,"18,203",
1267,9:30p,Portland Trail Blazers,98,Houston Rockets,108,Box Score,,"18,230",
1268,7:00p,Dallas Mavericks,103,San Antonio Spurs,109,Box Score,,"18,581",
1269,7:30p,Brooklyn Nets,113,Toronto Raptors,115,Box Score,,"20,393",
1270,7:00p,Indiana Pacers,95,Atlanta Hawks,88,Box Score,,"19,044",
1271,10:30p,Los Angeles Clippers,99,Golden State Warriors,100,Box Score,,"19,596",
1272,8:00p,Oklahoma City Thunder,104,Memphis Grizzlies,84,Box Score,,"18,119",
1273,7:00p,Toronto Raptors,83,Brooklyn Nets,97,Box Score,,"17,732",
1274,8:00p,San Antonio Spurs,111,Dallas Mavericks,113,Box Score,,"20,799",
1275,10:30p,Houston Rockets,98,Portland Trail Blazers,99,Box Score,,"20,204",
1276,5:30p,Atlanta Hawks,80,Indiana Pacers,92,Box Score,,"18,165",
1277,10:30p,Golden State Warriors,121,Los Angeles Clippers,126,Box Score,,"19,543",
1278,8:00p,Memphis Grizzlies,109,Oklahoma City Thunder,120,Box Score,,"18,203",
1279,3:30p,Dallas Mavericks,96,San Antonio Spurs,119,Box Score,,"18,581",
1280,1:00p,Brooklyn Nets,104,Toronto Raptors,103,Box Score,,"20,457",
1281,7:00p,Washington Wizards,102,Indiana Pacers,96,Box Score,,"18,165",
1282,9:42p,Los Angeles Clippers,122,Oklahoma City Thunder,105,Box Score,,"18,203",
1283,7:00p,Brooklyn Nets,86,Miami Heat,107,Box Score,,"19,470",
1284,9:30p,Portland Trail Blazers,92,San Antonio Spurs,116,Box Score,,"18,581",
1285,7:00p,Washington Wizards,82,Indiana Pacers,86,Box Score,,"18,165",
1286,9:30p,Los Angeles Clippers,101,Oklahoma City Thunder,112,Box Score,,"18,203",
1287,7:00p,Brooklyn Nets,82,Miami Heat,94,Box Score,,"19,639",
1288,9:30p,Portland Trail Blazers,97,San Antonio Spurs,114,Box Score,,"18,581",
1289,10:30p,Oklahoma City Thunder,118,Los Angeles Clippers,112,Box Score,,"19,530",
1290,8:00p,Indiana Pacers,85,Washington Wizards,63,Box Score,,"20,356",
1291,8:00p,Miami Heat,90,Brooklyn Nets,104,Box Score,,"17,732",
1292,10:30p,San Antonio Spurs,118,Portland Trail Blazers,103,Box Score,,"20,321",
1293,3:30p,Oklahoma City Thunder,99,Los Angeles Clippers,101,Box Score,,"19,365",
1294,8:00p,Indiana Pacers,95,Washington Wizards,92,Box Score,,"20,356",
1295,8:00p,Miami Heat,102,Brooklyn Nets,96,Box Score,,"17,732",
1296,10:30p,San Antonio Spurs,92,Portland Trail Blazers,103,Box Score,,"20,141",
1297,7:00p,Washington Wizards,102,Indiana Pacers,79,Box Score,,"18,165",
1298,9:30p,Los Angeles Clippers,104,Oklahoma City Thunder,105,Box Score,,"18,203",
1299,7:00p,Brooklyn Nets,94,Miami Heat,96,Box Score,,"19,615",
1300,9:30p,Portland Trail Blazers,82,San Antonio Spurs,104,Box Score,,"18,581",
1301,10:30p,Oklahoma City Thunder,104,Los Angeles Clippers,98,Box Score,,"19,565",
1302,8:00p,Indiana Pacers,93,Washington Wizards,80,Box Score,,"19,502",
1303,3:30p,Miami Heat,96,Indiana Pacers,107,Box Score,,"18,165",
1304,9:00p,Oklahoma City Thunder,105,San Antonio Spurs,122,Box Score,,"18,581",
1305,8:30p,Miami Heat,87,Indiana Pacers,83,Box Score,,"18,165",
